,date,total_admissions,admissions_white,admissions_white_rate,admissions_black,admissions_black_rate,admissions_hispanic,admissions_hispanic_rate,admissions_amerind,admissions_amerind_rate,admissions_asian,admissions_asian_rate,admissions_other,admissions_other_rate,state,month,year
1751,2012-09-01,691,327,47.32,116,16.79,218,31.55,22,3.18,8,1.16,0,0.0,Colorado,September,2012
1752,2012-10-01,800,349,43.63,162,20.25,253,31.62,30,3.75,6,0.75,0,0.0,Colorado,October,2012
1753,2012-11-01,820,390,47.56,141,17.2,254,30.98,30,3.66,5,0.61,0,0.0,Colorado,November,2012
1754,2012-12-01,776,348,44.85,151,19.46,236,30.41,37,4.77,4,0.52,0,0.0,Colorado,December,2012
1755,2013-01-01,802,364,45.39,137,17.08,255,31.8,36,4.49,9,1.12,0,0.0,Colorado,January,2013
1756,2013-02-01,770,348,45.19,116,15.06,265,34.42,35,4.55,6,0.78,0,0.0,Colorado,February,2013
1757,2013-03-01,801,357,44.57,141,17.6,260,32.46,37,4.62,5,0.62,0,0.0,Colorado,March,2013
1758,2013-04-01,848,381,44.93,145,17.1,284,33.49,31,3.66,6,0.71,0,0.0,Colorado,April,2013
1759,2013-05-01,863,374,43.34,161,18.66,279,32.33,40,4.63,8,0.93,0,0.0,Colorado,May,2013
1760,2013-06-01,847,391,46.16,156,18.42,264,31.17,26,3.07,8,0.94,0,0.0,Colorado,June,2013
1761,2013-07-01,964,448,46.47,174,18.05,310,32.16,28,2.9,3,0.31,1,0.1,Colorado,July,2013
1762,2013-08-01,913,390,42.72,159,17.42,315,34.5,45,4.93,4,0.44,0,0.0,Colorado,August,2013
1763,2013-09-01,776,371,47.81,144,18.56,225,28.99,31,3.99,5,0.64,0,0.0,Colorado,September,2013
1764,2013-10-01,972,448,46.09,165,16.98,300,30.86,47,4.84,12,1.23,0,0.0,Colorado,October,2013
1765,2013-11-01,787,360,45.74,144,18.3,247,31.39,34,4.32,2,0.25,0,0.0,Colorado,November,2013
1766,2013-12-01,798,376,47.12,149,18.67,229,28.7,38,4.76,4,0.5,0,0.0,Colorado,December,2013
1767,2014-01-01,871,406,46.61,140,16.07,279,32.03,36,4.13,8,0.92,0,0.0,Colorado,January,2014
1768,2014-02-01,802,384,47.88,123,15.34,257,32.04,28,3.49,10,1.25,0,0.0,Colorado,February,2014
1769,2014-03-01,879,448,50.97,143,16.27,245,27.87,32,3.64,11,1.25,0,0.0,Colorado,March,2014
1770,2014-04-01,880,382,43.41,158,17.95,299,33.98,35,3.98,6,0.68,0,0.0,Colorado,April,2014
1771,2014-05-01,824,379,46.0,148,17.96,244,29.61,40,4.85,12,1.46,0,0.0,Colorado,May,2014
1772,2014-06-01,855,408,47.72,162,18.95,254,29.71,24,2.81,5,0.58,0,0.0,Colorado,June,2014
1773,2014-07-01,878,415,47.27,148,16.86,281,32.0,28,3.19,5,0.57,1,0.11,Colorado,July,2014
1774,2014-08-01,920,429,46.63,167,18.15,281,30.54,37,4.02,6,0.65,0,0.0,Colorado,August,2014
1775,2014-09-01,851,403,47.36,149,17.51,253,29.73,40,4.7,5,0.59,0,0.0,Colorado,September,2014
1776,2014-10-01,857,414,48.31,158,18.44,248,28.94,31,3.62,4,0.47,1,0.12,Colorado,October,2014
1777,2014-11-01,789,360,45.63,137,17.36,256,32.45,28,3.55,8,1.01,0,0.0,Colorado,November,2014
1778,2014-12-01,778,384,49.36,142,18.25,216,27.76,32,4.11,3,0.39,1,0.13,Colorado,December,2014
1779,2015-01-01,732,342,46.72,111,15.16,238,32.51,34,4.64,6,0.82,0,0.0,Colorado,January,2015
1780,2015-02-01,755,385,50.99,117,15.5,215,28.48,30,3.97,7,0.93,0,0.0,Colorado,February,2015
1781,2015-03-01,906,412,45.47,160,17.66,279,30.79,47,5.19,8,0.88,0,0.0,Colorado,March,2015
1782,2015-04-01,798,404,50.63,127,15.91,234,29.32,30,3.76,3,0.38,0,0.0,Colorado,April,2015
1783,2015-05-01,733,351,47.89,126,17.19,220,30.01,34,4.64,2,0.27,0,0.0,Colorado,May,2015
1784,2015-06-01,841,399,47.44,150,17.84,258,30.68,27,3.21,6,0.71,1,0.12,Colorado,June,2015
1785,2015-07-01,793,372,46.91,128,16.14,249,31.4,34,4.29,9,1.13,0,0.0,Colorado,July,2015
1786,2015-08-01,775,402,51.87,140,18.06,190,24.52,38,4.9,5,0.65,0,0.0,Colorado,August,2015
1787,2015-09-01,818,402,49.14,137,16.75,231,28.24,34,4.16,13,1.59,1,0.12,Colorado,September,2015
1788,2015-10-01,804,368,45.77,125,15.55,267,33.21,34,4.23,10,1.24,0,0.0,Colorado,October,2015
1789,2015-11-01,746,340,45.58,124,16.62,245,32.84,30,4.02,6,0.8,0,0.0,Colorado,November,2015
1790,2015-12-01,601,290,48.25,105,17.47,184,30.62,16,2.66,3,0.5,3,0.5,Colorado,December,2015
1791,2016-01-01,658,305,46.35,114,17.33,204,31.0,26,3.95,7,1.06,0,0.0,Colorado,January,2016
1792,2016-02-01,691,339,49.06,103,14.91,206,29.81,28,4.05,15,2.17,0,0.0,Colorado,February,2016
1793,2016-03-01,682,331,48.53,112,16.42,208,30.5,27,3.96,3,0.44,1,0.15,Colorado,March,2016
1794,2016-04-01,719,360,50.07,114,15.86,206,28.65,34,4.73,5,0.7,0,0.0,Colorado,April,2016
1795,2016-05-01,764,386,50.52,128,16.75,218,28.53,30,3.93,2,0.26,0,0.0,Colorado,May,2016
1796,2016-06-01,800,400,50.0,133,16.63,220,27.5,41,5.13,5,0.63,0,0.0,Colorado,June,2016
1797,2016-07-01,678,307,45.28,121,17.85,231,34.07,15,2.21,4,0.59,0,0.0,Colorado,July,2016
1798,2016-08-01,815,401,49.2,127,15.58,240,29.45,42,5.15,4,0.49,1,0.12,Colorado,August,2016
1799,2016-09-01,719,366,50.9,82,11.4,231,32.13,28,3.89,11,1.53,0,0.0,Colorado,September,2016
1800,2016-10-01,741,362,48.85,110,14.84,234,31.58,31,4.18,4,0.54,0,0.0,Colorado,October,2016
1801,2016-11-01,744,342,45.97,133,17.88,230,30.91,32,4.3,5,0.67,0,0.0,Colorado,November,2016
1802,2016-12-01,716,349,48.74,122,17.04,221,30.87,21,2.93,3,0.42,0,0.0,Colorado,December,2016
1803,2017-01-01,789,370,46.89,127,16.1,247,31.31,35,4.44,9,1.14,1,0.13,Colorado,January,2017
1804,2017-02-01,778,370,47.56,122,15.68,244,31.36,35,4.5,6,0.77,1,0.13,Colorado,February,2017
1805,2017-03-01,855,410,47.95,123,14.39,273,31.93,39,4.56,7,0.82,2,0.23,Colorado,March,2017
1806,2017-04-01,752,359,47.74,99,13.16,250,33.24,42,5.59,1,0.13,1,0.13,Colorado,April,2017
1807,2017-05-01,859,412,47.96,130,15.13,274,31.9,31,3.61,11,1.28,1,0.12,Colorado,May,2017
1808,2017-06-01,762,351,46.06,119,15.62,253,33.2,26,3.41,10,1.31,2,0.26,Colorado,June,2017
1809,2017-07-01,741,346,46.69,125,16.87,235,31.71,30,4.05,4,0.54,0,0.0,Colorado,July,2017
1810,2017-08-01,858,422,49.18,118,13.75,257,29.95,48,5.59,12,1.4,1,0.12,Colorado,August,2017
1811,2017-09-01,697,356,51.08,101,14.49,204,29.27,30,4.3,6,0.86,0,0.0,Colorado,September,2017
1812,2017-10-01,848,392,46.23,123,14.5,289,34.08,35,4.13,9,1.06,0,0.0,Colorado,October,2017
1813,2017-11-01,849,431,50.77,130,15.31,247,29.09,37,4.36,3,0.35,1,0.12,Colorado,November,2017
1814,2017-12-01,865,434,50.17,106,12.25,269,31.1,44,5.09,11,1.27,1,0.12,Colorado,December,2017
1815,2018-01-01,846,402,47.52,109,12.88,292,34.52,28,3.31,14,1.65,0,0.0,Colorado,January,2018
1816,2018-02-01,819,384,46.89,132,16.12,256,31.26,40,4.88,4,0.49,1,0.12,Colorado,February,2018
1817,2018-03-01,883,422,47.79,122,13.82,287,32.5,41,4.64,9,1.02,0,0.0,Colorado,March,2018
1818,2018-04-01,892,423,47.42,143,16.03,285,31.95,34,3.81,6,0.67,0,0.0,Colorado,April,2018
1819,2018-05-01,894,422,47.2,128,14.32,296,33.11,36,4.03,12,1.34,0,0.0,Colorado,May,2018
1820,2018-06-01,853,371,43.49,147,17.23,271,31.77,48,5.63,15,1.76,1,0.12,Colorado,June,2018
1821,2018-07-01,804,393,48.88,122,15.17,247,30.72,35,4.35,7,0.87,0,0.0,Colorado,July,2018
1822,2018-08-01,886,434,48.98,128,14.45,279,31.49,38,4.29,6,0.68,0,0.0,Colorado,August,2018
1823,2018-09-01,725,378,52.14,106,14.62,213,29.38,22,3.03,4,0.55,0,0.0,Colorado,September,2018
1824,2018-10-01,899,432,48.05,136,15.13,267,29.7,49,5.45,13,1.45,2,0.22,Colorado,October,2018
1825,2018-11-01,832,402,48.32,112,13.46,264,31.73,45,5.41,8,0.96,0,0.0,Colorado,November,2018
1826,2018-12-01,839,406,48.39,119,14.18,259,30.87,40,4.77,14,1.67,0,0.0,Colorado,December,2018
1827,2019-01-01,845,450,53.25,119,14.08,234,27.69,37,4.38,4,0.47,0,0.0,Colorado,January,2019
1828,2019-02-01,808,385,47.65,117,14.48,265,32.8,36,4.46,5,0.62,0,0.0,Colorado,February,2019
1829,2019-03-01,781,390,49.94,115,14.72,239,30.6,25,3.2,11,1.41,1,0.13,Colorado,March,2019
1830,2019-04-01,800,370,46.25,128,16.0,244,30.5,45,5.63,11,1.38,0,0.0,Colorado,April,2019
1831,2019-05-01,772,371,48.06,110,14.25,252,32.64,32,4.15,7,0.91,0,0.0,Colorado,May,2019
1832,2019-06-01,759,378,49.8,100,13.18,241,31.75,32,4.22,7,0.92,1,0.13,Colorado,June,2019
1833,2019-07-01,770,371,48.18,124,16.1,235,30.52,32,4.16,8,1.04,0,0.0,Colorado,July,2019
1834,2019-08-01,792,368,46.46,117,14.77,272,34.34,26,3.28,7,0.88,0,0.0,Colorado,August,2019
1835,2019-09-01,696,331,47.56,94,13.51,234,33.62,29,4.17,7,1.01,1,0.14,Colorado,September,2019
1836,2019-10-01,845,409,48.4,130,15.38,269,31.83,26,3.08,10,1.18,1,0.12,Colorado,October,2019
1837,2019-11-01,725,355,48.97,99,13.66,216,29.79,49,6.76,6,0.83,0,0.0,Colorado,November,2019
1838,2019-12-01,837,415,49.58,117,13.98,258,30.82,40,4.78,7,0.84,0,0.0,Colorado,December,2019
1839,2020-01-01,763,371,48.62,103,13.5,253,33.16,33,4.33,3,0.39,0,0.0,Colorado,January,2020
1840,2020-02-01,730,370,50.68,103,14.11,214,29.32,31,4.25,11,1.51,1,0.14,Colorado,February,2020
1841,2020-03-01,626,311,49.68,89,14.22,192,30.67,26,4.15,6,0.96,0,0.0,Colorado,March,2020
1842,2020-04-01,429,223,51.98,51,11.89,132,30.77,18,4.2,4,0.93,1,0.23,Colorado,April,2020
1843,2020-05-01,363,164,45.18,47,12.95,127,34.99,16,4.41,5,1.38,4,1.1,Colorado,May,2020
1844,2020-06-01,451,237,52.55,58,12.86,124,27.49,21,4.66,5,1.11,6,1.33,Colorado,June,2020
1845,2020-07-01,435,213,48.97,59,13.56,136,31.26,21,4.83,3,0.69,0,0.0,Colorado,July,2020
1846,2020-08-01,433,212,48.96,60,13.86,142,32.79,14,3.23,3,0.69,1,0.23,Colorado,August,2020
1847,2020-09-01,468,226,48.29,53,11.32,160,34.19,24,5.13,1,0.21,4,0.85,Colorado,September,2020
1848,2020-10-01,438,210,47.95,66,15.07,129,29.45,26,5.94,4,0.91,3,0.68,Colorado,October,2020
1849,2020-11-01,340,157,46.18,46,13.53,121,35.59,11,3.24,2,0.59,2,0.59,Colorado,November,2020
1850,2020-12-01,408,190,46.57,45,11.03,153,37.5,14,3.43,1,0.25,2,0.49,Colorado,December,2020
1851,2021-01-01,412,205,49.76,54,13.11,124,30.1,17,4.13,6,1.46,6,1.46,Colorado,January,2021
1852,2021-02-01,408,193,47.3,48,11.76,141,34.56,18,4.41,1,0.25,7,1.72,Colorado,February,2021
1853,2021-03-01,457,222,48.58,82,17.94,133,29.1,12,2.63,2,0.44,6,1.31,Colorado,March,2021
1854,2021-04-01,460,228,49.57,62,13.48,138,30.0,23,5.0,1,0.22,8,1.74,Colorado,April,2021
1855,2021-05-01,422,214,50.71,57,13.51,134,31.75,13,3.08,1,0.24,0,0.0,Colorado,May,2021
1856,2021-06-01,455,238,52.31,68,14.95,121,26.59,18,3.96,6,1.32,3,0.66,Colorado,June,2021
1857,2021-07-01,484,236,48.76,71,14.67,143,29.55,26,5.37,2,0.41,6,1.24,Colorado,July,2021
1858,2021-08-01,530,288,54.34,61,11.51,157,29.62,13,2.45,6,1.13,5,0.94,Colorado,August,2021
1859,2021-09-01,448,232,51.79,55,12.28,131,29.24,23,5.13,3,0.67,2,0.45,Colorado,September,2021
1860,2021-10-01,562,278,49.47,86,15.3,156,27.76,37,6.58,4,0.71,1,0.18,Colorado,October,2021
1861,2021-11-01,503,275,54.67,71,14.12,135,26.84,15,2.98,2,0.4,0,0.0,Colorado,November,2021
1862,2021-12-01,493,237,48.07,74,15.01,157,31.85,16,3.25,7,1.42,0,0.0,Colorado,December,2021
1863,2022-01-01,486,236,48.56,59,12.14,160,32.92,25,5.14,2,0.41,4,0.82,Colorado,January,2022
1864,2022-02-01,464,244,52.59,66,14.22,121,26.08,29,6.25,3,0.65,1,0.22,Colorado,February,2022
1865,2022-03-01,617,306,49.59,81,13.13,192,31.12,29,4.7,4,0.65,5,0.81,Colorado,March,2022
1866,2022-04-01,566,285,50.35,73,12.9,179,31.63,24,4.24,2,0.35,1,0.18,Colorado,April,2022
1867,2022-05-01,585,283,48.38,71,12.14,206,35.21,18,3.08,5,0.85,2,0.34,Colorado,May,2022
1868,2022-06-01,585,319,54.53,76,12.99,162,27.69,23,3.93,4,0.68,1,0.17,Colorado,June,2022
1869,2022-07-01,557,282,50.63,80,14.36,156,28.01,34,6.1,4,0.72,1,0.18,Colorado,July,2022
1870,2022-08-01,524,257,49.05,73,13.93,173,33.02,13,2.48,4,0.76,1,0.19,Colorado,August,2022
1871,2019-01-01,2719,716,26.33,608,22.36,1243,45.72,0,0.0,0,0.0,152,5.59,California,January,2019
1872,2019-02-01,2583,640,24.78,598,23.15,1194,46.23,0,0.0,0,0.0,151,5.85,California,February,2019
1873,2019-03-01,3175,850,26.77,660,20.79,1501,47.28,0,0.0,0,0.0,164,5.17,California,March,2019
1874,2019-04-01,3095,1430,46.2,746,24.1,1430,46.2,0,0.0,0,0.0,178,5.75,California,April,2019
1875,2019-05-01,3053,779,25.52,682,22.34,1432,46.9,0,0.0,0,0.0,160,5.24,California,May,2019
1876,2019-06-01,2962,732,24.71,706,23.84,1341,45.27,0,0.0,0,0.0,183,6.18,California,June,2019
1877,2019-07-01,3018,774,25.65,697,23.09,1383,45.83,0,0.0,0,0.0,164,5.43,California,July,2019
1878,2019-08-01,3032,728,24.01,735,24.24,1422,46.9,0,0.0,0,0.0,147,4.85,California,August,2019
1879,2019-09-01,2819,730,25.9,661,23.45,1271,45.09,0,0.0,0,0.0,157,5.57,California,September,2019
1880,2019-10-01,3178,767,24.13,752,23.66,1484,46.7,0,0.0,0,0.0,175,5.51,California,October,2019
1881,2019-11-01,2592,635,24.5,549,21.18,1242,47.92,0,0.0,0,0.0,166,6.4,California,November,2019
1882,2019-12-01,2705,644,23.81,628,23.22,1282,47.39,0,0.0,0,0.0,151,5.58,California,December,2019
1883,2020-01-01,2788,667,23.92,628,22.53,1354,48.57,0,0.0,0,0.0,139,4.99,California,January,2020
1884,2020-02-01,2434,580,23.83,555,22.8,1155,47.45,0,0.0,0,0.0,144,5.92,California,February,2020
1885,2020-03-01,2272,570,25.09,547,24.08,1040,45.77,0,0.0,0,0.0,115,5.06,California,March,2020
1886,2020-04-01,9,2,22.22,2,22.22,4,44.44,0,0.0,0,0.0,1,11.11,California,April,2020
1887,2020-05-01,43,16,37.21,8,18.6,16,37.21,0,0.0,0,0.0,3,6.98,California,May,2020
1888,2020-06-01,195,50,25.64,46,23.59,88,45.13,0,0.0,0,0.0,11,5.64,California,June,2020
1889,2020-07-01,9,2,22.22,2,22.22,4,44.44,0,0.0,0,0.0,1,11.11,California,July,2020
1890,2020-08-01,105,19,18.1,26,24.76,52,49.52,0,0.0,0,0.0,8,7.62,California,August,2020
1891,2020-09-01,538,130,24.16,131,24.35,253,47.03,0,0.0,0,0.0,24,4.46,California,September,2020
1892,2020-10-01,1562,544,34.83,288,18.44,645,41.29,0,0.0,0,0.0,85,5.44,California,October,2020
1893,2020-11-01,1755,477,27.18,371,21.14,801,45.64,0,0.0,0,0.0,106,6.04,California,November,2020
1894,2020-12-01,10,4,40.0,0,0.0,5,50.0,0,0.0,0,0.0,1,10.0,California,December,2020
1895,2021-01-01,593,182,30.69,87,14.67,287,48.4,0,0.0,0,0.0,0,0.0,California,January,2021
1896,2021-02-01,1746,548,31.39,302,17.3,817,46.79,0,0.0,0,0.0,79,4.52,California,February,2021
1897,2021-03-01,2163,646,29.87,418,19.33,995,46.0,0,0.0,0,0.0,104,4.81,California,March,2021
1898,2021-04-01,2540,688,27.09,576,22.68,1127,44.37,0,0.0,0,0.0,149,5.87,California,April,2021
1899,2021-05-01,3084,750,24.32,706,22.89,1474,47.8,0,0.0,0,0.0,154,4.99,California,May,2021
1900,2021-06-01,3330,904,27.15,736,22.1,1473,44.23,0,0.0,0,0.0,217,6.52,California,June,2021
1901,2021-07-01,2961,694,23.44,640,21.61,1481,50.02,0,0.0,0,0.0,146,4.93,California,July,2021
1902,2021-08-01,2833,649,22.91,600,21.18,1432,50.55,0,0.0,0,0.0,152,5.37,California,August,2021
1903,2021-09-01,2441,550,22.53,495,20.28,1277,52.31,0,0.0,0,0.0,119,4.88,California,September,2021
1904,2021-10-01,2398,516,21.52,486,20.27,1292,53.88,0,0.0,0,0.0,104,4.34,California,October,2021
1905,2021-11-01,2508,543,21.65,581,23.17,1265,50.44,0,0.0,0,0.0,119,4.74,California,November,2021
1906,2021-12-01,2904,748,25.76,608,20.94,1416,48.76,0,0.0,0,0.0,132,4.55,California,December,2021
1907,2022-01-01,433,103,23.79,99,22.86,205,47.34,0,0.0,0,0.0,26,6.0,California,January,2022
1908,2022-02-01,1618,455,28.12,333,20.58,748,46.23,0,0.0,0,0.0,82,5.07,California,February,2022
1909,2022-03-01,3475,812,23.37,746,21.47,1753,50.45,0,0.0,0,0.0,164,4.72,California,March,2022
1910,2022-04-01,3126,770,24.63,701,22.42,1490,47.66,0,0.0,0,0.0,165,5.28,California,April,2022
1911,2022-05-01,3221,851,26.42,699,21.7,1479,45.92,0,0.0,0,0.0,192,5.96,California,May,2022
1912,2022-06-01,2624,611,23.29,576,21.95,1290,49.16,0,0.0,0,0.0,147,5.6,California,June,2022
1913,2022-07-01,2192,604,27.55,479,21.85,981,44.75,0,0.0,0,0.0,128,5.84,California,July,2022
